,day,time,room
101,Th,03:00PM - 04:20PM,"Rm 1014, LSK Bldg (80)"
102,Tu,03:00PM - 04:20PM,"Rm 1014, LSK Bldg (80)"
103,Th,03:00PM - 04:20PM,"Rm 1014, LSK Bldg (80)"
104,Tu,01:30PM - 02:50PM,"Rm 1014, LSK Bldg (80)"
105,Th,01:30PM - 02:50PM,"Rm 1014, LSK Bldg (80)"
106,Tu,01:30PM - 02:50PM,"Rm 1014, LSK Bldg (80)"
107,Th,01:30PM - 02:50PM,"Rm 1014, LSK Bldg (80)"
108,Tu,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
109,Th,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
110,Tu,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
111,Th,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
112,We,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
113,Fr,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
114,Fr,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
115,We,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
116,Fr,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
117,Fr,03:00PM - 04:20PM,"Rm 6573, Lift 29-30 (88)"
118,Mo,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
119,We,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
120,We,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
121,Mo,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
122,We,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
123,We,12:00PM - 01:20PM,"Rm 1011, LSK Bldg (80)"
124,Mo,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
125,We,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
126,We,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
127,Mo,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
128,We,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
129,We,09:00AM - 10:20AM,"Rm 1010, LSK Bldg (80)"
130,Mo,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
131,We,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
132,We,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
133,Mo,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
134,We,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
135,We,12:00PM - 01:20PM,"Rm 1010, LSK Bldg (80)"
136,Mo,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
137,We,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
138,We,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
139,Mo,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
140,We,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
141,We,10:30AM - 11:50AM,"Rm 1010, LSK Bldg (80)"
142,Tu,03:00PM - 04:20PM,"Rm 1034, LSK Bldg (80)"
143,Th,03:00PM - 04:20PM,"Rm 1034, LSK Bldg (80)"
144,Tu,03:00PM - 04:20PM,"Rm 1034, LSK Bldg (80)"
145,Th,03:00PM - 04:20PM,"Rm 1034, LSK Bldg (80)"
146,Tu,04:30PM - 05:50PM,"Rm 1034, LSK Bldg (80)"
147,Th,04:30PM - 05:50PM,"Rm 1034, LSK Bldg (80)"
148,Tu,04:30PM - 05:50PM,"Rm 1034, LSK Bldg (80)"
149,Th,04:30PM - 05:50PM,"Rm 1034, LSK Bldg (80)"
150,Mo,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
151,We,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
152,We,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
153,Mo,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
154,We,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
155,We,09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)"
156,Mo,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
157,We,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
158,We,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
159,Mo,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
160,We,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
161,We,10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)"
162,Tu,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
163,Th,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
164,Tu,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
165,Th,01:30PM - 02:50PM,"G012, LSK Bldg (199)"
166,Tu,12:00PM - 01:20PM,"G012, LSK Bldg (199)"
167,Th,12:00PM - 01:20PM,"G012, LSK Bldg (199)"
168,Tu,12:00PM - 01:20PM,"G012, LSK Bldg (199)"
169,Th,12:00PM - 01:20PM,"G012, LSK Bldg (199)"
170,Tu,04:30PM - 05:50PM,"Rm 1010, LSK Bldg (80)"
171,Th,04:30PM - 05:50PM,"Rm 1010, LSK Bldg (80)"
172,Tu,04:30PM - 05:50PM,"Rm 1010, LSK Bldg (80)"
173,Th,04:30PM - 05:50PM,"Rm 1010, LSK Bldg (80)"
174,Th,02:00PM - 05:20PM,"G001, LSK Bldg (70)"
175,Tu,09:30AM - 12:50PM,"Rm 2001, LSK Bldg"
176,Tu,02:00PM - 05:20PM,"Rm 2001, LSK Bldg"
177,Th,09:30AM - 12:50PM,"G003, LSK Bldg (70)"
178,Tu,02:00PM - 05:20PM,"Rm 2003, LSK Bldg"
179,Tu,09:30AM - 12:50PM,"G001, LSK Bldg (70)"
180,Tu,02:00PM - 05:20PM,"G003, LSK Bldg (70)"
181,Tu,07:00PM - 10:20PM,TBA
182,Th,02:00PM - 05:20PM,"G001, LSK Bldg (70)"
183,Th,07:00PM - 10:20PM,TBA
184,Tu,07:00PM - 10:20PM,TBA
185,Tu,07:00PM - 10:20PM,TBA
186,Th,07:00PM - 09:50PM,TBA
187,Th,07:00PM - 09:50PM,Rm 6580
188,Mo,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
189,We,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
190,We,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
191,Mo,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
192,We,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
193,We,10:30AM - 11:50AM,"Rm 6602, Lift 31-32 (60)"
194,We,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
195,Fr,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
196,Fr,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
197,We,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
198,Fr,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
199,Fr,03:00PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
200,Tu,09:00AM - 11:50AM,Lecture Theater H (69)
201,We,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
202,Fr,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
203,Fr,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
204,We,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
205,Fr,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
206,Fr,04:30PM - 05:50PM,"Rm 4503, Lift 25-26 (64)"
207,Mo,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
208,We,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
209,We,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
210,Mo,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
211,We,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
212,We,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
213,Tu,07:00PM - 09:50PM,"Rm 4503, Lift 25-26 (64)"
214,Tu,10:00PM - 10:20PM,"Rm 4503, Lift 25-26 (64)"
215,Th,07:30PM - 09:20PM,"Rm 4503, Lift 25-26 (64)"
216,Th,09:30PM - 10:20PM,"Rm 4503, Lift 25-26 (64)"
217,Tu,07:00PM - 09:50PM,"Rm 2306, Lift 17-18 (111)"
218,Th,03:00PM - 05:50PM,"Rm 2463, Lift 25-26 (42)"
219,Mo,10:30AM - 11:50AM,Lecture Theater C (213)
220,We,10:30AM - 11:50AM,Lecture Theater C (213)
221,We,10:30AM - 11:50AM,Lecture Theater C (213)
222,Mo,10:30AM - 11:50AM,Lecture Theater C (213)
223,We,10:30AM - 11:50AM,Lecture Theater C (213)
224,We,10:30AM - 11:50AM,Lecture Theater C (213)
225,Tu,10:30AM - 11:50AM,Lecture Theater C (213)
226,Th,10:30AM - 11:50AM,Lecture Theater C (213)
227,Tu,10:30AM - 11:50AM,Lecture Theater C (213)
228,Th,10:30AM - 11:50AM,Lecture Theater C (213)
229,We,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
230,Fr,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
231,Fr,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
232,We,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
233,Fr,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
234,Fr,04:30PM - 05:50PM,"G010, CYT Bldg (140)"
235,Tu,06:00PM - 06:50PM,"G009A, CYT Bldg (80)"
236,Th,06:00PM - 07:50PM,"Rm 4402, Lift 17-18"
237,Tu,12:30PM - 05:20PM,"Rm 2007, CYT Bldg"
238,Th,12:30PM - 05:20PM,"Rm 2007, CYT Bldg"
239,Tu,12:30PM - 05:20PM,"Rm 2007, CYT Bldg"
240,Tu,12:30PM - 05:20PM,"Rm 2007, CYT Bldg"
241,Th,12:30PM - 05:20PM,"Rm 2007, CYT Bldg"
242,Tu,10:30AM - 11:50AM,"Rm 2304, Lift 17-18 (76)"
243,Th,10:30AM - 11:50AM,"Rm 2304, Lift 17-18 (76)"
244,Tu,10:30AM - 11:50AM,"Rm 2304, Lift 17-18 (76)"
245,Th,10:30AM - 11:50AM,"Rm 2304, Lift 17-18 (76)"
246,We,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
247,Fr,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
248,Fr,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
249,We,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
250,Fr,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
251,Fr,04:30PM - 05:50PM,"Rm 6602, Lift 31-32 (60)"
252,Tu,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
253,Th,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
254,Tu,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
255,Th,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
256,Tu,03:00PM - 05:50PM,"Rm 5562, Lift 27-28 (30)"
257,Mo,12:00PM - 01:20PM,Lecture Theater J (300)
258,We,12:00PM - 01:20PM,Lecture Theater J (300)
259,We,12:00PM - 01:20PM,Lecture Theater J (300)
260,Mo,12:00PM - 01:20PM,Lecture Theater J (300)
261,We,12:00PM - 01:20PM,Lecture Theater J (300)
262,We,12:00PM - 01:20PM,Lecture Theater J (300)
263,Mo,12:00PM - 01:20PM,Lecture Theater D (216)
264,We,12:00PM - 01:20PM,Lecture Theater D (216)
265,We,12:00PM - 01:20PM,Lecture Theater D (216)
266,Mo,12:00PM - 01:20PM,Lecture Theater D (216)
267,We,12:00PM - 01:20PM,Lecture Theater D (216)
268,We,12:00PM - 01:20PM,Lecture Theater D (216)
269,Tu,09:00AM - 10:20AM,Lecture Theater B (319)
270,Th,09:00AM - 10:20AM,Lecture Theater B (319)
271,Tu,09:00AM - 10:20AM,Lecture Theater B (319)
272,Th,09:00AM - 10:20AM,Lecture Theater B (319)
273,We,03:00PM - 04:20PM,Lecture Theater J (300)
274,Fr,03:00PM - 04:20PM,Lecture Theater J (300)
275,Fr,03:00PM - 04:20PM,Lecture Theater J (300)
276,We,03:00PM - 04:20PM,Lecture Theater J (300)
277,Fr,03:00PM - 04:20PM,Lecture Theater J (300)
278,Fr,03:00PM - 04:20PM,Lecture Theater J (300)
279,We,04:30PM - 05:50PM,Lecture Theater J (300)
280,Fr,04:30PM - 05:50PM,Lecture Theater J (300)
281,Fr,04:30PM - 05:50PM,Lecture Theater J (300)
282,We,04:30PM - 05:50PM,Lecture Theater J (300)
283,Fr,04:30PM - 05:50PM,Lecture Theater J (300)
284,Fr,04:30PM - 05:50PM,Lecture Theater J (300)
285,Mo,09:00AM - 10:20AM,Lecture Theater J (300)
286,We,09:00AM - 10:20AM,Lecture Theater J (300)
287,We,09:00AM - 10:20AM,Lecture Theater J (300)
288,Mo,09:00AM - 10:20AM,Lecture Theater J (300)
289,We,09:00AM - 10:20AM,Lecture Theater J (300)
290,We,09:00AM - 10:20AM,Lecture Theater J (300)
291,Tu,10:30AM - 01:20PM,"Rm 1004, CYT Bldg"
292,Tu,03:00PM - 05:50PM,"Rm 1004, CYT Bldg"
293,Th,10:30AM - 01:20PM,"Rm 1004, CYT Bldg"
294,Th,03:00PM - 05:50PM,"Rm 1004, CYT Bldg"
295,Tu,10:30AM - 01:20PM,"UG001, CYT Bldg"
296,Tu,01:30PM - 04:20PM,"UG001, CYT Bldg"
297,Mo,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
298,We,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
299,We,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
300,Mo,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
301,We,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
302,We,09:00AM - 10:20AM,"Rm 2503, Lift 25-26 (87)"
303,Tu,10:30AM - 01:20PM,"Rm 1003, CYT Bldg"
304,Tu,01:30PM - 04:20PM,"Rm 1003, CYT Bldg"
305,Tu,10:30AM - 01:20PM,Rm 6122
306,Tu,01:30PM - 04:20PM,Rm 6122
307,Tu,10:30AM - 01:20PM,TBA
308,Tu,01:30PM - 04:20PM,TBA
309,Mo,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
310,We,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
311,We,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
312,Mo,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
313,We,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
314,We,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
315,We,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
316,Fr,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
317,Fr,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
318,We,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
319,Fr,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
320,Fr,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
321,Th,12:30PM - 04:20PM,"Rm 1003, CYT Bldg"
322,Th,10:30AM - 02:20PM,Rm 6122
323,Tu,01:30PM - 02:50PM,"Rm 6573, Lift 29-30 (88)"
324,Th,01:30PM - 02:50PM,"Rm 6573, Lift 29-30 (88)"
325,Tu,01:30PM - 02:50PM,"Rm 6573, Lift 29-30 (88)"
326,Th,01:30PM - 02:50PM,"Rm 6573, Lift 29-30 (88)"
327,Tu,04:30PM - 05:50PM,Lecture Theater H (69)
328,Th,04:30PM - 05:50PM,Lecture Theater H (69)
329,Tu,04:30PM - 05:50PM,Lecture Theater H (69)
330,Th,04:30PM - 05:50PM,Lecture Theater H (69)
331,We,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
332,Fr,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
333,Fr,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
334,We,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
335,Fr,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
336,Fr,04:30PM - 05:50PM,"Rm 1410, Lift 25-26 (60)"
337,Tu,09:00AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
338,Th,09:00AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
339,Tu,09:00AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
340,Th,09:00AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
341,Tu,01:30PM - 04:20PM,"Rm 4502, Lift 25-26 (60)"
342,Th,07:00PM - 09:50PM,"Rm 1409, Lift 25-26 (60)"
343,Tu,07:00PM - 09:50PM,Lecture Theater H (69)
344,Th,07:00PM - 09:50PM,"Rm 4502, Lift 25-26 (60)"
345,Th,07:00PM - 09:50PM,"Rm 2465, Lift 25-26 (122)"
346,Tu,07:00PM - 09:50PM,"Rm 4620, Lift 31-32 (126)"
347,Tu,01:30PM - 04:20PM,Rm 2209
348,Tu,09:00AM - 11:50AM,Rm 2209
349,Tu,12:00PM - 01:20PM,Lecture Theater D (216)
350,Th,12:00PM - 01:20PM,Lecture Theater D (216)
351,Tu,12:00PM - 01:20PM,Lecture Theater D (216)
352,Th,12:00PM - 01:20PM,Lecture Theater D (216)
353,Tu,10:30AM - 11:50AM,Lecture Theater F (134)
354,Th,10:30AM - 11:50AM,Lecture Theater F (134)
355,Tu,10:30AM - 11:50AM,Lecture Theater F (134)
356,Th,10:30AM - 11:50AM,Lecture Theater F (134)
357,Tu,01:30PM - 02:50PM,"Rm 5619, Lift 31-32 (98)"
358,Th,01:30PM - 02:50PM,"Rm 5619, Lift 31-32 (98)"
359,Tu,01:30PM - 02:50PM,"Rm 5619, Lift 31-32 (98)"
360,Th,01:30PM - 02:50PM,"Rm 5619, Lift 31-32 (98)"
361,Tu,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
362,Th,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
363,Tu,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
364,Th,03:00PM - 04:20PM,"Rm 5619, Lift 31-32 (98)"
365,Tu,04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)"
366,Th,04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)"
367,Tu,04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)"
368,Th,04:30PM - 05:50PM,"Rm 2302, Lift 17-18 (74)"
369,Tu,12:00PM - 01:20PM,Lecture Theater J (300)
370,Th,12:00PM - 01:20PM,Lecture Theater J (300)
371,Tu,12:00PM - 01:20PM,Lecture Theater J (300)
372,Th,12:00PM - 01:20PM,Lecture Theater J (300)
373,Tu,09:00AM - 10:20AM,Lecture Theater D (216)
374,Th,09:00AM - 10:20AM,Lecture Theater D (216)
375,Tu,09:00AM - 10:20AM,Lecture Theater D (216)
376,Th,09:00AM - 10:20AM,Lecture Theater D (216)
377,Mo,10:30AM - 11:50AM,Lecture Theater D (216)
378,We,10:30AM - 11:50AM,Lecture Theater D (216)
379,We,10:30AM - 11:50AM,Lecture Theater D (216)
380,Mo,10:30AM - 11:50AM,Lecture Theater D (216)
381,We,10:30AM - 11:50AM,Lecture Theater D (216)
382,We,10:30AM - 11:50AM,Lecture Theater D (216)
383,Th,06:00PM - 07:20PM,"G010, CYT Bldg (140)"
384,Mo,09:00AM - 10:20AM,Lecture Theater D (216)
385,We,09:00AM - 10:20AM,Lecture Theater D (216)
386,We,09:00AM - 10:20AM,Lecture Theater D (216)
387,Mo,09:00AM - 10:20AM,Lecture Theater D (216)
388,We,09:00AM - 10:20AM,Lecture Theater D (216)
389,We,09:00AM - 10:20AM,Lecture Theater D (216)
390,Th,04:30PM - 07:20PM,Rm 2209
391,Tu,04:30PM - 07:20PM,Rm 2209
392,Tu,04:30PM - 05:50PM,Lecture Theater C (213)
393,Th,04:30PM - 05:50PM,Lecture Theater C (213)
394,Tu,04:30PM - 05:50PM,Lecture Theater C (213)
395,Th,04:30PM - 05:50PM,Lecture Theater C (213)
396,Tu,06:00PM - 06:50PM,Lecture Theater K (106)
397,Tu,10:30AM - 11:50AM,Lecture Theater D (216)
398,Th,10:30AM - 11:50AM,Lecture Theater D (216)
399,Tu,10:30AM - 11:50AM,Lecture Theater D (216)
400,Th,10:30AM - 11:50AM,Lecture Theater D (216)
401,Tu,03:00PM - 03:50PM,"Rm 2463, Lift 25-26 (42)"
402,We,03:00PM - 04:20PM,Lecture Theater D (216)
403,Fr,03:00PM - 04:20PM,Lecture Theater D (216)
404,Fr,03:00PM - 04:20PM,Lecture Theater D (216)
405,We,03:00PM - 04:20PM,Lecture Theater D (216)
406,Fr,03:00PM - 04:20PM,Lecture Theater D (216)
407,Fr,03:00PM - 04:20PM,Lecture Theater D (216)
408,Tu,06:00PM - 06:50PM,"Rm 5619, Lift 31-32 (98)"
409,Tu,01:30PM - 02:50PM,Lecture Theater C (213)
410,Th,01:30PM - 02:50PM,Lecture Theater C (213)
411,Tu,01:30PM - 02:50PM,Lecture Theater C (213)
412,Th,01:30PM - 02:50PM,Lecture Theater C (213)
413,Tu,12:30PM - 01:20PM,"Rm 2464, Lift 25-26 (122)"
414,Tu,10:30AM - 11:50AM,"Rm 2503, Lift 25-26 (87)"
415,Th,10:30AM - 11:50AM,"Rm 2503, Lift 25-26 (87)"
416,Tu,10:30AM - 11:50AM,"Rm 2503, Lift 25-26 (87)"
417,Th,10:30AM - 11:50AM,"Rm 2503, Lift 25-26 (87)"
418,We,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
419,Fr,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
420,Fr,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
421,We,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
422,Fr,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
423,Fr,03:00PM - 04:20PM,"G009B, CYT Bldg (70)"
424,Tu,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
425,Th,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
426,Tu,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
427,Th,12:00PM - 01:20PM,"Rm 5619, Lift 31-32 (98)"
428,Tu,01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)"
429,Th,01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)"
430,Tu,01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)"
431,Th,01:30PM - 02:50PM,"Rm 2404, Lift 17-18 (81)"
432,Tu,09:00AM - 10:20AM,"Rm 1103, Acad Concourse (100)"
433,Th,09:00AM - 10:20AM,"Rm 1103, Acad Concourse (100)"
434,Tu,09:00AM - 10:20AM,"Rm 1103, Acad Concourse (100)"
435,Th,09:00AM - 10:20AM,"Rm 1103, Acad Concourse (100)"
436,Tu,06:00PM - 08:50PM,"G002, CYT Bldg (30)"
437,Th,06:00PM - 08:50PM,"Rm 5560, Lift 27-28 (30)"
438,Th,03:00PM - 05:50PM,"Rm 5508, Lift 25-26 (30)"
439,Th,12:00PM - 02:50PM,"Rm 5508, Lift 25-26 (30)"
440,Tu,09:00AM - 09:50AM,"Rm 2465, Lift 25-26 (122)"
441,Th,09:00AM - 09:50AM,"Rm 2465, Lift 25-26 (122)"
442,Tu,09:00AM - 09:50AM,"Rm 2465, Lift 25-26 (122)"
443,Th,09:00AM - 09:50AM,"Rm 2465, Lift 25-26 (122)"
444,Tu,10:00AM - 11:50AM,"Rm 2465, Lift 25-26 (122)"
445,Th,10:00AM - 11:50AM,"Rm 2465, Lift 25-26 (122)"
446,Tu,10:00AM - 11:50AM,"Rm 2465, Lift 25-26 (122)"
447,Th,10:00AM - 11:50AM,"Rm 2465, Lift 25-26 (122)"
448,Tu,01:30PM - 04:20PM,"Rm 5506, Lift 25-26 (30)"
449,Tu,09:00AM - 10:50AM,"Rm 4210, Lift 19 (67)"
450,We,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
451,Fr,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
452,Fr,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
453,We,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
454,Fr,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
455,Fr,03:30PM - 04:20PM,"Rm 2465, Lift 25-26 (122)"
456,We,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
457,Fr,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
458,Fr,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
459,We,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
460,Fr,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
461,Fr,04:30PM - 05:20PM,"Rm 2465, Lift 25-26 (122)"
462,Tu,10:00AM - 11:50AM,"Rm 4213, Lift 19 (67)"
463,Tu,03:30PM - 05:20PM,"Rm 4213, Lift 19 (67)"
464,Mo,09:30AM - 10:20AM,Lecture Theater F (134)
465,We,09:30AM - 10:20AM,Lecture Theater F (134)
466,We,09:30AM - 10:20AM,Lecture Theater F (134)
467,Mo,09:30AM - 10:20AM,Lecture Theater F (134)
468,We,09:30AM - 10:20AM,Lecture Theater F (134)
469,We,09:30AM - 10:20AM,Lecture Theater F (134)
470,Tu,09:30AM - 10:20AM,Lecture Theater F (134)
471,Th,09:30AM - 10:20AM,Lecture Theater F (134)
472,Tu,09:30AM - 10:20AM,Lecture Theater F (134)
473,Th,09:30AM - 10:20AM,Lecture Theater F (134)
474,Tu,01:30PM - 03:20PM,"Rm 4213, Lift 19 (67)"
475,Th,03:30PM - 05:20PM,"Rm 4210, Lift 19 (67)"
476,Mo,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
477,We,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
478,We,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
479,Mo,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
480,We,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
481,We,09:30AM - 10:20AM,"Rm 2407, Lift 17-18 (126)"
482,We,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
483,Fr,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
484,Fr,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
485,We,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
486,Fr,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
487,Fr,03:00PM - 03:50PM,"Rm 2306, Lift 17-18 (111)"
488,Mo,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
489,We,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
490,We,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
491,Mo,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
492,We,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
493,We,12:00PM - 12:50PM,"Rm 2502, Lift 25-26 (120)"
494,We,05:00PM - 05:50PM,"Rm 2306, Lift 17-18 (111)"
